#track type=wiggle_0 name="100 Vert. Cons" description="100 vertebrates conservation by PhastCons"
#	output date: 2017-11-21 21:31:57 UTC
#	chrom specified: chr17
#	position specified: 41196312-41277500
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0078125)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.cse.ucsc.edu/downloads.html
#variableStep chrom=chr17 span=1
41196312	0
41196313	0
41196314	0
41196315	0
41196316	0
41196317	0
41196318	0
41196319	0.015748
41196320	0.543307
41196321	0.661417
41196322	0.96063
41196323	0.976378
41196324	0.889764
41196325	0.0629921
41196326	0.0551181
41196327	0
41196328	0
41196329	0
41196330	0
41196331	0.606299
41196332	0.992126
41196333	1
41196334	1
41196335	1
41196336	1
41196337	1
41196338	1
41196339	0.992126
41196340	0.874016
41196341	0.204724
41196342	0
41196343	0
41196344	0
41196345	0
41196346	0
41196347	0
41196348	0
41196349	0
41196350	0
41196351	0
41196352	0
41196353	0.267717
41196354	0.299213
41196355	0.440945
41196356	0.448819
41196357	0.472441
41196358	0.992126
41196359	1
41196360	1
41196361	1
41196362	1
41196363	0.992126
41196364	0.992126
41196365	0.992126
41196366	0.984252
41196367	0.551181
41196368	0
41196369	0
41196370	0
41196371	0.165354
41196372	0.204724
41196373	0.984252
41196374	0.984252
41196375	0.984252
41196376	0.968504
41196377	0.968504
41196378	0.968504
41196379	0.96063
41196380	0.968504
41196381	0.952756
41196382	0.937008
41196383	0.700787
41196384	0.661417
41196385	0.622047
41196386	0.811024
41196387	0.834646
41196388	0.582677
41196389	0.11811
41196390	0
41196391	0
41196392	0
41196393	0
41196394	0.0787402
41196395	0.110236
41196396	0.102362
41196397	0.133858
41196398	0.11811
41196399	0.0629921
41196400	0.023622
41196401	0.00787402
41196402	0.00787402
41196403	0.00787402
41196404	0
41196405	0
41196406	0
41196407	0
41196408	0.440945
41196409	0.519685
41196410	0.551181
41196411	0.559055
41196412	0.527559
41196413	0.00787402
41196414	0
41196415	0
41196416	0
41196417	0.141732
41196418	0.173228
41196419	0.212598
41196420	0.314961
41196421	0.653543
41196422	0.984252
41196423	0.984252
41196424	0.968504
41196425	0.834646
41196426	0.023622
41196427	0
41196428	0
41196429	0
41196430	0.330709
41196431	0.346457
41196432	0.669291
41196433	0.811024
41196434	0.913386
41196435	0.913386
41196436	0.929134
41196437	0.944882
41196438	0.937008
41196439	0.740157
41196440	0.944882
41196441	0.992126
41196442	0.984252
41196443	0.992126
41196444	1
41196445	0.992126
41196446	0.992126
41196447	0.992126
41196448	0.937008
41196449	0.637795
41196450	0.440945
41196451	0.440945
41196452	0.015748
41196453	0
41196454	0
41196455	0
41196456	0
41196457	0.535433
41196458	0.944882
41196459	0.976378
41196460	0.992126
41196461	1
41196462	1
41196463	1
41196464	1
41196465	1
41196466	1
41196467	1
41196468	1
41196469	1
41196470	1
41196471	1
41196472	1
41196473	1
41196474	1
41196475	0.992126
41196476	0.606299
41196477	0.417323
41196478	0.377953
41196479	0.322835
41196480	0.527559
41196481	0.992126
41196482	0.992126
41196483	0.992126
41196484	1
41196485	0.992126
41196486	0.992126
41196487	1
41196488	0.992126
41196489	1
41196490	1
41196491	1
41196492	1
41196493	1
41196494	1
41196495	1
41196496	1
41196497	1
41196498	0.992126
41196499	0.992126
41196500	1
41196501	1
41196502	1
41196503	1
41196504	1
41196505	1
41196506	1
41196507	1
41196508	1
41196509	1
41196510	1
41196511	1
41196512	1
41196513	1
41196514	0.992126
41196515	0.968504
41196516	0.811024
41196517	0.787402
41196518	0.76378
41196519	0.748031
41196520	0.0866142
41196521	0
41196522	0
41196523	0.00787402
41196524	0.181102
41196525	0.354331
41196526	0.992126
41196527	0.992126
41196528	1
41196529	1
41196530	1
41196531	1
41196532	0.984252
41196533	0.653543
41196534	0.976378
41196535	0.984252
41196536	0.992126
41196537	0.992126
41196538	0.984252
41196539	0.80315
41196540	0.228346
41196541	0.220472
41196542	0.267717
41196543	0.291339
41196544	0.299213
41196545	0.299213
41196546	0.299213
41196547	0.488189
41196548	0.543307
41196549	0.716535
41196550	0.968504
41196551	0.992126
41196552	0.992126
41196553	0.984252
41196554	0.992126
41196555	0.992126
41196556	1
41196557	1
41196558	1
41196559	1
41196560	1
41196561	1
41196562	1
41196563	1
41196564	1
41196565	1
41196566	1
41196567	1
41196568	0.984252
41196569	0.976378
41196570	0.952756
41196571	0.149606
41196572	0.11811
41196573	0.0944882
41196574	0
41196575	0
41196576	0
41196577	0
41196578	0.015748
41196579	0.204724
41196580	0.795276
41196581	0.937008
41196582	0.96063
41196583	0.992126
41196584	1
41196585	1
41196586	1
41196587	1
41196588	1
41196589	0.992126
41196590	0.96063
41196591	0.559055
41196592	0.535433
41196593	0
41196594	0
41196595	0.968504
41196596	0.984252
41196597	0.984252
41196598	0.984252
41196599	0.96063
41196600	0.897638
41196601	0.740157
41196602	0.685039
41196603	0.622047
41196604	0.866142
41196605	0.929134
41196606	0.92126
41196607	0.984252
41196608	1
41196609	1
41196610	1
41196611	1
41196612	1
41196613	1
41196614	1
41196615	1
41196616	0.96063
41196617	0.425197
41196618	0
41196619	0
41196620	0
41196621	0
41196622	0
41196623	0.00787402
41196624	0.992126
41196625	0.992126
41196626	0.992126
41196627	0.952756
41196628	0.133858
41196629	0.11811
41196630	0.15748
41196631	0.165354
41196632	0.149606
41196633	0
41196634	0
41196635	0.125984
41196636	0.984252
41196637	1
41196638	1
41196639	1
41196640	1
41196641	1
41196642	1
41196643	0.992126
41196644	0.992126
41196645	1
41196646	1
41196647	1
41196648	0.992126
41196649	0.968504
41196650	0.771654
41196651	0.692913
41196652	0.606299
41196653	0.362205
41196654	0.0866142
41196655	0
41196656	0
41196657	0
41196658	0
41196659	0
41196660	0
41196661	0
41196662	0.015748
41196663	0
41196664	0
41196665	0
41196666	0
41196667	0
41196668	0
41196669	0.0393701
41196670	0.0787402
41196671	0.141732
41196672	0.692913
41196673	0.76378
41196674	0.76378
41196675	0.818898
41196676	0.795276
41196677	0.700787
41196678	0.149606
41196679	0.11811
41196680	0
41196681	0
41196682	0
41196683	0
41196684	0
41196685	0
41196686	0
41196687	0
41196688	0
41196689	0
41196690	0
41196691	0
41196692	0
41196693	0
41196694	0
41196695	0
41196696	0
41196697	0
41196698	0
41196699	0.0866142
41196700	0.944882
41196701	0.984252
41196702	0.984252
41196703	1
41196704	1
41196705	1
41196706	0.968504
41196707	0.874016
41196708	0.653543
41196709	0.480315
41196710	0.346457
41196711	0.023622
41196712	0
41196713	0
41196714	0.00787402
41196715	0.015748
41196716	0.015748
41196717	0.015748
41196718	0.0314961
41196719	0.0314961
41196720	0.0708661
41196721	0.0629921
41196722	0
41196723	0
41196724	0
41196725	0
41196726	0
41196727	0.023622
41196728	0
41196729	0
41196730	0.0314961
41196731	0.023622
41196732	0.015748
41196733	0
41196734	0
41196735	0
41196736	0
41196737	0
41196738	0
41196739	0
41196740	0
41196741	0
41196742	0
41196743	0
41196744	0
41196745	0
41196746	0
41196747	0.00787402
41196748	0
41196749	0.00787402
41196750	0.015748
41196751	0.023622
41196752	0.0866142
41196753	0.11811
41196754	0.110236
41196755	0
41196756	0
41196757	0
41196758	0
41196759	0
41196760	0
41196761	0
41196762	0
41196763	0
41196764	0.00787402
41196765	0
41196766	0
41196767	0
41196768	0
41196769	0
41196770	0
41196771	0
41196772	0
41196773	0
41196774	0
41196775	0
41196776	0
41196777	0
41196778	0
41196779	0
41196780	0
41196781	0
41196782	0
41196783	0
41196784	0
41196785	0
41196786	0.023622
41196787	0.322835
41196788	0.401575
41196789	0.448819
41196790	0.440945
41196791	0.417323
41196792	0.417323
41196793	0.385827
41196794	0.015748
41196795	0.015748
41196796	0.015748
41196797	0.0314961
41196798	0.0393701
41196799	0.0551181
41196800	0.0787402
41196801	0.149606
41196802	0.15748
41196803	0.141732
41196804	0.125984
41196805	0.11811
41196806	0.125984
41196807	0.11811
41196808	0.125984
41196809	0.0629921
41196810	0.0472441
41196811	0.0472441
41196812	0.0393701
41196813	0.0314961
41196814	0.0314961
41196815	0.023622
41196816	0.015748
41196817	0.015748
41196818	0.00787402
41196819	0.00787402
41196820	0.00787402
41196821	0
41196822	0.00787402
41196823	0.00787402
41196824	0
41196825	0
41196826	0.015748
41196827	0.0393701
41196828	0.0629921
41196829	0.0708661
41196830	0.0787402
41196831	0.0866142
41196832	0.0866142
41196833	0.0866142
41196834	0.0866142
41196835	0.0866142
41196836	0.0866142
41196837	0.0787402
41196838	0.0708661
41196839	0.0629921
41196840	0.0393701
41196841	0.023622
41196842	0.00787402
41196843	0
41196844	0
41196845	0
41196846	0
41196847	0
41196848	0
41196849	0
41196850	0
41196851	0
41196852	0
41196853	0
41196854	0
41196855	0
41196856	0
41196857	0
41196858	0
41196859	0
41196860	0
41196861	0
41196862	0
41196863	0
41196864	0
41196865	0
41196866	0
41196867	0
41196868	0
41196869	0
41196870	0.00787402
41196871	0.00787402
41196872	0.015748
41196873	0.015748
41196874	0.015748
